epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,2534.11,2.88782,3.99334,2.00806,0.00439,0.01712,0.00398,0.00144,2.64375,3.58018,1.7777,0.000300388,0.000300388,0.000300388
